,GEBRUIK,TT,UF,BT,RT,CBS English,NT,Historische notitie,Scope notitie
sociale zorg,zorg,999,999,999,999,999,999,999,999
software,999,technologie,softwareprogrammatuur,ICT,999,software,"open source, apps, applicaties",999,999
softwareprogrammatuur,software,999,999,999,999,999,999,999,999
SOI,Standaard Onderwijsindeling,999,999,999,999,999,999,999,999
SOI 1978,Standaard Onderwijsindeling 1978,999,999,999,999,999,999,999,999
SOI 1998,Standaard Onderwijsindeling 1998,999,999,999,999,999,999,999,999
SOI 2003,Standaard Onderwijsindeling 2003,999,999,999,999,999,999,999,999
SOI 2006,Standaard Onderwijsindeling 2006,999,999,999,999,999,999,999,999
solidariteitsvoorkeuren,999,overheid en politiek,999,maatschappelijke betrokkenheid,999,solidarity preferences,999,999,999
solvabiliteit,kapitaal,999,999,999,999,999,999,999,999
Somalië,999,geografie,999,Afrika,999,Somalia,999,999,999
soort baan,999,arbeid en sociale zekerheid,999,arbeidspositie,999,kind of job,"hoofdbanen, bijbanen",999,999
soorten geneesmiddelen,999,zorg en gezondheid,999,geneesmiddelen,999,types of medication,antibiotica,999,999
spaargeld,spaartegoeden,999,999,999,999,999,999,999,999
spaargelden,spaartegoeden,999,999,999,999,999,999,999,999
spaarlonen,999,arbeid en sociale zekerheid,"spaarloonregelingen, spaarloon",bedrijfsspaarregelingen,999,salary savings,999,999,999
spaarloon,spaarlonen,999,999,999,999,999,999,999,999
spaarloonregelingen,spaarlonen,999,999,999,999,999,999,999,999
spaarrekeningen,spaarvormen,999,999,999,999,999,999,999,999
spaartegoeden,999,inkomen en vermogen,"spaargelden, spaargeld",vermogen,sparen,savings deposits,999,999,999
spaarvormen,999,macro-economie,spaarrekeningen,sparen,999,forms of saving,banksparen,999,999
Spanje,999,overheid en politiek,999,"Europese Unie, Europa, EMU",999,Spain,999,999,999
sparen,999,macro-economie,999,financiële markten,spaartegoeden,saving,"spaarvormen, ontsparingen, besparingen",999,999
speciaal basisonderwijs,999,onderwijs,sbao,speciaal onderwijs,primair onderwijs,special primary education,999,999,999
speciaal onderwijs,999,onderwijs,so,initieel onderwijs,"Wet op het Voortgezet Onderwijs, Wet op het Primair Onderwijs, Wet op de Expertisecentra, leerlinggebonden financiering, ISOVSO",special education,"voortgezet speciaal onderwijs, speciaal basisonderwijs",999,999
speciaal voertuig,speciale voertuigen,999,999,999,999,999,999,999,999
speciaal voortgezet onderwijs,praktijkonderwijs,999,999,999,999,999,999,999,999
speciaal voortgezet onderwijs voor moeilijk lerende kinderen,praktijkonderwijs,999,999,999,999,999,999,999,999
speciale benzine,999,industrie en energie,999,lichte olie,999,special petrol ,999,999,999
speciale scholen,999,onderwijs,999,scholen,999,special schools,999,999,999
speciale voertuigen,999,verkeer en vervoer,speciaal voertuig,bedrijfsvoertuigen,999,special vehicles,999,999,999
specifieke uitkeringen,999,overheid en politiek,999,rijksuitgaven,999,specific benefits,brede doeluitkering,999,999
Speur- en ontwikkelingswerk,R&amp;D,999,999,999,999,999,999,999,999
spieraandoeningen,spierziekten,999,999,999,999,999,999,999,999
spierziekten,999,zorg en gezondheid,spieraandoeningen,chronische ziekten,999,muscle disorders,999,999,999
spiraaltje,999,zorg en gezondheid,999,anticonceptiemethode,999,IUD,999,999,999
spitsverkeer,999,verkeer en vervoer,999,verkeersintensiteiten,999,rush hour traffic,999,999,999
sponsoring,999,bedrijven,999,bedrijfslasten,999,sponsoring,999,999,999
spoorvervoer,999,verkeer en vervoer,"treinvervoer, railvervoer",vervoer over land,999,rail transport  ,999,999,999
spoorvervoerders,999,verkeer en vervoer,999,vervoerbedrijven,999,railway carriers,999,999,999
spoorwegen,spoorwegennet,999,999,999,999,999,999,999,999
spoorwegennet,999,verkeer en vervoer,"spoorwegnet, spoorwegen",infrastructuur,999,railway network,"niet-geëlektrificeerd spoorwegnet, geëlektrificeerd spoorwegnet",999,999
spoorwegnet,spoorwegennet,999,999,999,999,999,999,999,999
spoorwegpolitie,Dienst Spoorwegpolitie,999,999,999,999,999,999,999,999
spoorwegstations,999,verkeer en vervoer,999,vervoerslocaties,999,railway stations,999,999,999
sport,999,recreatie en cultuur,"sporten, sportbeoefening, lichamelijke sportbeoefening",recreatie en cultuur,999,sports,"sportparticipatie, sportorganisaties, sportonderzoek, sportinstructie, sportbeleid, sportaccommodaties en jachthavens, buitensporten, binnensporten",999,999
sportaccommodaties,999,recreatie en cultuur,999,sportaccommodaties en jachthavens,999,sports facilities,"zwembaden, overdekte sportaccommodaties, openluchtsportaccomodaties, maneges, golfterrein",999,999
sportaccommodaties en jachthavens,999,recreatie en cultuur,999,sport,999,sports facilities and marinas,"sportaccommodaties, jachthavens",999,999
sportbeleid,999,recreatie en cultuur,999,sport,999,sports policy,999,999,999
sportbeoefenaar,sporters,999,999,999,999,999,999,999,999
sportbeoefenaren,sporters,999,999,999,999,999,999,999,999
sportbeoefening,sport,999,999,999,999,999,999,999,999
sportbonden,999,recreatie en cultuur,999,sportorganisaties,999,sports association,999,999,999
sportclub,sportverenigingen,999,999,999,999,999,999,999,999
sportclubs,sportverenigingen,999,999,999,999,999,999,999,999
sportclubs en -scholen,999,recreatie en cultuur,999,sportorganisaties,999,sports clubs and sports schools,"sportverenigingen, sportscholen",999,999
sportcomplex,overdekte sportaccommodaties,999,999,999,999,999,999,999,999
sporten,sport,999,999,999,999,999,999,999,999
sporters,999,recreatie en cultuur,"sportbeoefenaren, sportbeoefenaar",sportparticipatie,clubleden,sportsmen,999,999,999
sporthalaccommodaties,999,recreatie en cultuur,"sportzalen, sportzaalaccommodaties, sporthallen",overdekte sportaccommodaties,999,sports accommodations,999,999,999
sporthallen,sporthalaccommodaties,999,999,999,999,999,999,999,999
sportinstructie,999,recreatie en cultuur,999,sport,999,sports instruction,999,999,999
sportonderzoek,999,recreatie en cultuur,999,sport,999,sports research,999,999,999
sportorganisaties,999,recreatie en cultuur,999,sport,999,sports organisations,"watersportorganisaties, sportclubs en -scholen, sportbonden",999,999
sportparticipatie,999,recreatie en cultuur,999,sport,999,sports participation rate,sporters,999,999
sportscholen,999,recreatie en cultuur,sportschool,sportclubs en -scholen,999,sports schools,999,999,999
sportschool,sportscholen,999,999,999,999,999,999,999,999
sportterrein,999,natuur en milieu,999,recreatieterrein,999,sports ground,999,999,999
sportterreinen,sportvelden,999,999,999,999,999,999,999,999
sportvelden,999,recreatie en cultuur,sportterreinen,openluchtsportaccomodaties,999,sports fields,999,999,999
sportverenigingen,999,recreatie en cultuur,"sportclubs, sportclub",sportclubs en -scholen,999,sports clubs,clubleden,999,999
sportzaalaccommodaties,sporthalaccommodaties,999,999,999,999,999,999,999,999
sportzalen,sporthalaccommodaties,999,999,999,999,999,999,999,999
SPSS,999,statistische methoden,999,statistische software,999,SPSS,999,999,999
SSB,sociaal statistisch bestand,999,999,999,999,999,999,999,999
staal,staalindustrie,999,999,999,999,999,999,999,999
staalindustrie,999,industrie en energie,staal,metaalindustrie,999,steel industry,999,999,999
staalovengas,999,industrie en energie,hoogovengas,aardgas,999,steel oven gas,999,999,999
staar,999,zorg en gezondheid,999,ziekten,999,cataract,999,999,999
staatloos,999,bevolking,statenloos,nationaliteit,999,stateless,999,999,999
staatsobligaties,999,overheid en politiek,999,staatsschuld,obligaties,government bonds,999,999,999
staatsschuld,999,overheid en politiek,"overheidsschulden, overheidsschuld, EMU-schuld",overheidsfinanciën,999,public debt,"staatsobligaties, gevestigde staatsschuld",999,999
stad,stedelijk gebied,999,999,999,999,999,999,999,999
stadsgewesten,999,regionale indelingen,999,regionale indelingen,999,urban districts,999,999,999
stage,999,onderwijs,999,opleidingsfase,999,internship,999,999,999
stageplaatsen,999,CBS corporate termen,stageplekken,CBS als werkgever,999,internships,999,999,999
stageplekken,stageplaatsen,999,999,999,999,999,999,999,999
stakingen,999,arbeid en sociale zekerheid,999,arbeidsmarkt,onconventionele participatie,strikes,999,999,999
stalking,999,veiligheid en recht,999,misdrijven,ongewenst gedrag,stalking,999,999,999
stallen,opstallen,999,999,999,999,999,999,999,999
stand van de bevolking,999,bevolking,"bevolkingssamenstelling, bevolkingsopbouw",bevolking,999,population counter,"volkstellingen, inwoners, huishoudens, geslachtsverhouding, demografische druk, bevolkingspyramide, bevolkingskenmerken, bevolkingsdichtheid",999,999
Standaard Bedrijfsindeling 1993,999,bedrijven,SBI '93,SBI,999,Standard Industrial Classification 1993,999,999,999
Standaard Bedrijfsindeling 2008,999,bedrijven,999,SBI,999,Standard Industrial Classification 2008,999,999,999
Standaard Beroepenclassificatie 1992,999,arbeid en sociale zekerheid,SBC 1992,beroepsclassificaties,999,Standard Occupational Classification 1992,"beroepsniveau, beroepsklasse, beroepsgroep",999,999
Standaard Onderwijsindeling,999,onderwijs,SOI,onderwijsclassificatie,opleidingsniveau,Standard Classification of Education,"Standaard Onderwijsindeling 2006, Standaard Onderwijsindeling 2003, Standaard Onderwijsindeling 1998, Standaard Onderwijsindeling 1978, onderwijssector SOI",999,999
Standaard Onderwijsindeling 1978,999,onderwijs,SOI 1978,Standaard Onderwijsindeling,999,Standard Classification of Education 1978,999,999,999
Standaard Onderwijsindeling 1998,999,onderwijs,SOI 1998,Standaard Onderwijsindeling,999,Standard Classification of Education 1998,999,999,999
Standaard Onderwijsindeling 2003,999,onderwijs,SOI 2003,Standaard Onderwijsindeling,999,Standard Classification of Education 2003,999,999,999
Standaard Onderwijsindeling 2006,999,onderwijs,SOI 2006,Standaard Onderwijsindeling,999,Standard Classification of Education 2006,999,999,999
Standaardbedrijfsindeling,SBI,999,999,999,999,999,999,999,999
standaardisatiemethoden,999,statistische methoden,999,publicatie en analyse,999,standardisation methods,999,999,999
Standaardopbrengst,Nederlandse grootte-eenheid,999,999,999,999,999,999,999,999
stank,geurhinder,999,999,999,999,999,999,999,999
stankhinder,geurhinder,999,999,999,999,999,999,999,999
startende ondernemers,999,bedrijven,999,oprichtingen,999,starting entrepreneurs,999,999,999
startende ondernemingen,oprichtingen,999,999,999,999,999,999,999,999
starters,999,bouwen en wonen,999,doorstroming woningmarkt,999,first-time buyers,999,999,Uitsluitend op de woningmarkt. Zie startende ondernemers voor andere starters.
starterswoning,999,bouwen en wonen,999,woningtype,999,starter homes,999,999,999
startkwalificatie,999,bevolking,999,laagopgeleiden,"voortijdige schoolverlaters, jeugdwerkloosheid",basic qualification,999,999,999
stata,999,statistische methoden,999,statistische software,999,stata,999,999,999
Staten-Generaal,999,overheid en politiek,999,volksvertegenwoordiging,999,States General ,"Tweede Kamer, Eerste Kamer",999,999
statenloos,staatloos,999,999,999,999,999,999,999,999
stationaire bronnen,999,natuur en milieu,999,luchtverontreiniging,999,stationary sources,999,999,999
Statistisch bulletin,999,CBS corporate termen,999,publicaties,999,Statistical bulletin,999,999,999
Statistisch jaarboek,Trends in Nederland,999,999,999,999,999,999,999,999
statistisch onderzoek,999,statistische methoden,999,statistische methoden,wetenschappelijk onderzoek,statistical research,"survey onderzoek, papers, onderzoeksrapporten",999,999
Statistisch zakboek,Trends in Nederland,999,999,999,999,999,999,999,999
statistische bestanden,gegevensbestanden,999,999,999,999,999,999,999,999
statistische beveiliging,999,CBS corporate termen,privacybeveiliging,databeveiliging,999,statistical security,999,999,999
statistische classfiicaties,classificaties,999,999,999,999,999,999,999,999
statistische instellingen,999,CBS corporate termen,statistische zusterorganisaties,zakenrelaties,999,statistical institutes,"Eurostat, Europees Statistisch Systeem",999,999
statistische methoden,999,999,methodologie,999,999,statistical methods,"tijdreeksanalyse, statistische software, statistisch onderzoek, schattingen, publicatie en analyse, netwerkanalyse, indexmethoden, datavisualisaties, dataverzameling, databewerking, data-uitwisseling, data archivering, coderingen, classificaties",999,999
statistische software,999,statistische methoden,999,statistische methoden,999,statistical software,"stata, SPSS, SAS, R, matlab, blaise",999,999
statistische zusterorganisaties,statistische instellingen,999,999,999,999,999,999,999,999
StatLine,999,CBS corporate termen,999,CBS corporate termen,CBS open data,StatLine,999,999,999
statushouder,vluchtelingen,999,999,999,999,999,999,999,999
stedelijk gebied,999,bouwen en wonen,"steden, stad",woonomgeving,stedelijke agglomeraties,urban area,woonkernen,999,CBS term
stedelijke agglomeraties,999,regionale indelingen,999,999,999,999,999,999,De stedelijke agglomeratie kan worden omschreven als een aaneengesloten  gebied  van stedelijke  bebouwing  van een  bepaalde
omvang.,999,999,grootstedelijke agglomeraties,regionale indelingen,stedelijk gebied,urban conglomerations,999,999,999
stedelijkheid,999,bouwen en wonen,999,woonomgeving,bebouwingsdichtheid,urbanisation ,"verstedelijking, omgevingsadressendichtheid",999,999
steden,stedelijk gebied,999,999,999,999,999,999,999,999
steekproeven,999,statistische methoden,999,dataverzameling,999,sampling,999,999,999
steenkool,999,industrie en energie,999,vaste brandstoffen,999,hard coal,"steenkoolproducten, steenkoolderivaten, steenkoolbriketten, steenkoolbitumen, ketelkool, cokeskool, antraciet",999,999
steenkoolbitumen,999,industrie en energie,999,steenkool,999,bitumen,999,999,999
steenkoolbriketten,999,industrie en energie,999,steenkool,999,patent fuel,999,999,999
steenkoolcokes,999,industrie en energie,999,cokeskool,999,cokes coal,999,999,999
steenkoolderivaten,999,industrie en energie,999,steenkool,999,coal derivatives,999,999,999
steenkoolproducten,999,industrie en energie,999,steenkool,999,coal products,999,999,999
stekkerauto,elektrische auto's,999,999,999,999,999,999,999,999
stekkerauto's,elektrische auto's,999,999,999,999,999,999,999,999
stellen,partners,999,999,999,999,999,999,999,999
stelselmatige daders,veelpleger,999,999,999,999,999,999,999,999
stembiljet,999,overheid en politiek,999,stemprocedure,999,ballot paper,999,999,999
stemcomputer,999,overheid en politiek,999,stemprocedure,999,voting machine,999,999,999
stemgedrag,999,overheid en politiek,999,verkiezingen,999,voting behaviour,999,999,999
stemgerechtigden,kiezers,999,999,999,999,999,999,999,999
stemprocedure,999,overheid en politiek,999,verkiezingen,999,voting procedure,"stemcomputer, stembiljet",999,999
stemwijzer,999,overheid en politiek,999,verkiezingen,999,vote advisor (stemwijzer),999,999,999
sterfte,999,bevolking,"sterftecijfer, overlijden, overledenen",bevolkingsontwikkeling,ziekenhuissterfte,mortality,"sterftekans, perinatale sterfte, moedersterfte, kindersterfte, doodsoorzaken",999,999
sterftecijfer,sterfte,999,999,999,999,999,999,999,999
sterftekans,999,bevolking,999,sterfte,999,mortality rate,999,999,999
sterftetafels,overlevingstafels,999,999,999,999,999,999,999,999
sterke drank,alcoholhoudende dranken,999,999,999,999,999,999,999,999
sterklasse,999,diensten,999,hotels,999,star classification,999,999,999
steunmaatregelen,999,overheid en politiek,999,overheidsfinanciën,999,support measures,"schuldgaranties, noodsteun",999,999
stichting,999,veiligheid en recht,999,rechtspersoon,999,foundation,999,999,999
stiefouderadopties,999,veiligheid en recht,999,adopties,999,stepparent adoptions,999,999,999
stiefoudergezin,999,bevolking,999,gezinnen,999,stepparent family,999,999,999
stikstof,999,natuur en milieu,stikstofuitscheiding,mineralen,999,nitrogen,999,999,999
stikstofuitscheiding,stikstof,999,999,999,999,999,999,999,999
stimuleren ondernemerschap,999,bedrijven,999,ondernemingsklimaat,999,promote entrepreneurship,999,999,999
stoffering,999,diensten,999,woninginrichting,999,upholstery,999,999,999
stookolie,999,industrie en energie,999,zware olie,999,fuel oil,"laagzwavelig stookolie, hoogzwavelig stookolie",999,999
stoppen met roken,999,zorg en gezondheid,999,tabaksgebruik,999,stop smoking,999,999,999
stopreactie,999,veiligheid en recht,999,HALT,999,stop action ,999,999,999
stortplaats,999,natuur en milieu,999,semi-bebouwd terrein,999,landfill ,999,999,999
straf,999,veiligheid en recht,999,sanctie,999,punishment,"vervangende jeugddetentie, vervangende hechtenis, taakstraf, ontzegging van de rijbevoegdheid, jeugddetentie, hechtenis, gevangenisstraf, geldboete, doodstraf",999,999
strafbaar feit,delicten,999,999,999,999,999,999,999,999
strafbaar feit van de minder ernstige soort,overtredingen,999,999,999,999,999,999,999,999
strafbare feiten,delicten,999,999,999,999,999,999,999,999
strafrecht,999,veiligheid en recht,999,rechtsgebieden,999,criminal law,"Strafwetten, strafrechtketen",999,999
strafrechtketen,999,veiligheid en recht,999,strafrecht,999,criminal law chain,999,999,999
strafrechtspleging,999,veiligheid en recht,999,rechterlijke macht,999,criminal justice,999,999,999
strafvervolging,vervolging,999,999,999,999,999,999,999,999
Strafwetten,999,wet- en regelgeving,999,"wetten, strafrecht",999,criminal laws,"Wetboek van Strafvordering, Wetboek van Strafrecht",999,999
strafzaak,strafzaken,999,999,999,999,999,999,999,999
strafzaken,999,veiligheid en recht,strafzaak,rechtzaken,999,criminal case  ,"verzetzaak, rechtbankstrafzaak, kantonstrafzaak",999,999
strand- of natuurbaden,999,recreatie en cultuur,"strandbaden, natuurbaden",zwembaden,999,beach or natural swimming pools,999,999,999
strandbaden,strand- of natuurbaden,999,999,999,999,999,999,999,999
streekarchief,999,recreatie en cultuur,streekarchivariaat,archieven,999,regional archive,999,999,999
streekarchivariaat,streekarchief,999,999,999,999,999,999,999,999
stroomverbruik,999,industrie en energie,elektriciteitsverbruik,energieverbruik,999,electricity consumption,999,999,999
structuur van bedrijven,999,bedrijven,999,bedrijven,rechtsvormen,corporate structure,"ondernemerschap, multinationals, concern, buitenlandse onderneming",999,999
student,studenten,999,999,999,999,999,999,999,999
studenten,999,onderwijs,student,onderwijspopulatie,999,students,eerstejaarsstudent,999,999
studentenweekendkaart,999,onderwijs,999,OV-studentenkaart,999,student weekend pass,999,999,999
studentenweekkaart,999,onderwijs,999,OV-studentenkaart,999,student week pass,999,999,999
studie,studierichting,999,999,999,999,999,999,999,999
studiebeurs,999,onderwijs,999,studiefinanciering,999,scholarship,999,999,999
studiefinanciering,999,onderwijs,999,onderwijsfinanciën,999,student loans,"studiebeurs, OV-studentenkaart, leenstelsel",999,999
studiehuis,tweede fase,999,999,999,999,999,999,999,999
studiejaar,999,onderwijs,999,opleidingsfase,999,academic year,999,999,999
studieresultaten,studievoortgang,999,999,999,999,999,999,999,999
studierichting,999,onderwijs,"studie, onderwijsrichting",curriculum,wetenschapsgebieden,study course,999,999,999
studievertraging,999,onderwijs,999,studievoortgang,999,study delay,999,999,999
studievoortgang,999,onderwijs,studieresultaten,onderwijs,"uitstroom, onderwijsloopbaan",student progress,"zittenblijven, studievertraging, op/afstroom, examens, examencijfers",999,999
sub-bitumineuze kool,999,industrie en energie,999,bruinkool,999,sub-bituminous coal,999,999,999
subjectief welzijn,geluksgevoel,999,999,999,999,999,999,999,999
subjectieve veiligheid,veiligheidsbeleving,999,999,999,999,999,999,999,999
subsidie,subsidies,999,999,999,999,999,999,999,999
subsidies,999,overheid en politiek,subsidie,overheidsuitgaven,"onderwijsuitgaven, milieusubsidies, landbouwsubsidies",subsidies,999,999,999
suïcide,zelfdoding,999,999,999,999,999,999,999,999
suikerindustrie,999,industrie en energie,999,voedings- en genotmiddelenindustrie,999,sugar industry,999,999,999
suikerziekte,diabetes,999,999,999,999,999,999,999,999
Super,999,industrie en energie,superbenzine,benzine,999,Super,999,999,999
Super loodvrij,999,industrie en energie,Super ongelood 98,benzine,999,unleaded petrol,999,999,999
Super met loodvervanger,999,industrie en energie,999,benzine,999,lead replacement petrol,999,999,999
Super ongelood 98,Super loodvrij,999,999,999,999,999,999,999,999
Super plus,999,industrie en energie,999,benzine,999,Super plus,999,999,999
Super plus loodvrij,999,industrie en energie,999,benzine,999,Super plus unleaded,999,999,999
superbenzine,Super,999,999,999,999,999,999,999,999
supermarkt,supermarkten,999,999,999,999,999,999,999,999
supermarkten,999,diensten,supermarkt,detailhandel,999,supermarkets,999,999,999
surfen,999,recreatie en cultuur,999,watersport,999,surfing,999,999,999
surfscholen,999,recreatie en cultuur,999,watersportclubs,999,surf schools,999,999,999
Suriname,999,geografie,999,Zuid-Amerika,999,Surinam,999,999,999
surseances,999,veiligheid en recht,999,schuldproblematiek,999,debt moratorium,999,999,999
survey onderzoek,999,statistische methoden,"surveys, enquête",statistisch onderzoek,vragenlijsten,survey research,999,999,999
surveys,survey onderzoek,999,999,999,999,999,999,999,999
sustainable development goals,duurzame ontwikkelingsdoelen,999,999,999,999,999,999,999,999
SVB,Sociale Verzekeringsbank,999,999,999,999,999,999,999,999
svo,praktijkonderwijs,999,999,999,999,999,999,999,999
svo-mlk,praktijkonderwijs,999,999,999,999,999,999,999,999
symposia,bijeenkomst,999,999,999,999,999,999,999,999
Syrië,999,geografie,999,Azië,999,Syria,999,999,999
System of health accounts,SHA,999,999,999,999,999,999,999,999
System of national accounts,SNA,999,999,999,999,999,999,999,999
SZF,sociale zekerheidsfondsen,999,999,999,999,999,999,999,999
SZW,Ministerie van Sociale Zaken en Werkgelegenheid,999,999,999,999,999,999,999,999
taakstraf,999,veiligheid en recht,999,straf,999,community service,999,999,999
taalachterstand,999,zorg en gezondheid,999,laaggeletterdheid,999,language deficiency,999,999,999
tabak,999,diensten,"tabakswinkels, sigarenwinkel",alcoholhoudende dranken en tabak,tabaksgebruik,tobacco,999,999,999
tabakgebruik,tabaksgebruik,999,999,999,999,999,999,999,999
tabaksgebruik,999,zorg en gezondheid,"tabakgebruik, rookgedrag, rokers, roken",middelengebruik,"tabak, consumptie",tobacco consumption ,"zware roker, stoppen met roken",999,999
tabakswinkels,tabak,999,999,999,999,999,999,999,999
tablet,999,technologie,999,hardware,999,tablet,999,999,999
TAC's,visquota,999,999,999,999,999,999,999,999
tafelbevolking,999,bevolking,999,overlevingstafels,999,life table population,999,999,999
tandarts,999,zorg en gezondheid,999,gezondheidszorgpraktijken,tandartsenzorg,dentist,999,999,999
tandartsenzorg,999,zorg en gezondheid,999,mondzorg,tandarts,dental care,999,999,999
tankvaart,999,verkeer en vervoer,999,vervoer over water,999,tanker trade,999,999,999
taxatiekosten,999,bouwen en wonen,999,aankoopkosten,999,property assessment costs,999,999,999
taxi,taxivervoer,999,999,999,999,999,999,999,999
taxibedrijven,999,verkeer en vervoer,999,personenvervoerbedrijven,999,taxi companies,999,999,999
taxivervoer,999,verkeer en vervoer,taxi,personenvervoer,999,taxi transport,999,999,999
TBS,terbeschikkingstelling met verpleging van overheidswege,999,999,999,999,999,999,999,999
TBS-inrichting,999,veiligheid en recht,TBS-kliniek,rechtshandhaving,999,hospital order facility,999,999,999
TBS-kliniek,TBS-inrichting,999,999,999,999,999,999,999,999
TBS-passant,999,veiligheid en recht,999,gedetineerden,999,person to be detained under hospital order,999,999,999
techniek,technologie,999,999,999,999,999,999,999,999
technisch sepot,999,veiligheid en recht,999,sepot,999,dismissal on technical grounds,999,999,999
technische hogeschool,technische universiteit,999,999,999,999,999,999,999,999
technische universiteit,999,onderwijs,"technische hogeschool, polytechnische school",universiteit,999,technical university,999,999,999
technologie,999,999,techniek,999,999,technology,technologiegebieden,999,999
technologiegebieden,999,technologie,999,technologie,wetenschapsgebieden,technology areas,"RFID, nanotechnologie, ICT, biotechnologie",999,999
technologische innovatie,999,kenniseconomie,999,innovatie,999,technological innovation,"productinnovatie, procesinnovatie",999,999
teekenschool,lagere technische school,999,999,999,999,999,999,999,999
tekenschool,lagere technische school,999,999,999,999,999,999,999,999
tekstberichten,instant messaging,999,999,999,999,999,999,999,999
telecom,telecommunicatie,999,999,999,999,999,999,999,999
telecom-infrastructuur,999,technologie,999,ICT-infrastructuur,999,telecom infrastructure,999,999,999
telecommunicatie,999,technologie,"telecom, communicatie",ICT,999,telecommunications,"televisie, telefonie, radio, internet",999,999
telecommunicatie-sector,999,diensten,999,ICT-sector,999,telecommunications sector,999,999,999
telefonie,999,technologie,999,telecommunicatie,999,telephony,"vaste telefonie, mobiele telefonie",999,999
telefoon,vaste telefonie,999,999,999,999,999,999,999,999
televisie,999,diensten,"tv, televisie-omroepen","telecommunicatie, radio- en televisieomroepen",999,television,999,999,999
televisie kijken,tv kijken,999,999,999,999,999,999,999,999
televisie-omroepen,televisie,999,999,999,999,999,999,999,999
televisiekijken,tv kijken,999,999,999,999,999,999,999,999
tent,999,recreatie en cultuur,bungalowtent,logiesvormen,999,tent,999,999,999
tentoonstelling,tentoonstellingen,999,999,999,999,999,999,999,999
tentoonstellingen,999,recreatie en cultuur,tentoonstelling,evenementen,999,exhibitions,999,999,999
tenuitvoerlegging,999,veiligheid en recht,999,gerechtelijke procedure,999,enforcement,999,999,999
terbeschikkingstelling,terbeschikkingstelling met verpleging van overheidswege,999,999,999,999,999,999,999,999
terbeschikkingstelling met verpleging van overheidswege,999,veiligheid en recht,"terbeschikkingstelling, TBS",maatregel,999,detained under a hospital order,999,999,999
terminals,999,verkeer en vervoer,999,havengebieden,999,terminals,"unimodale terminals, multimodale terminals, intermodale terminals, containerterminals",999,999
terpentine,999,industrie en energie,999,lichte olie,999,white spirit,999,999,999
terrein voor glastuinbouw,999,natuur en milieu,999,agrarisch terrein,999,horticulture area,999,999,999
terreinvluchten,999,verkeer en vervoer,999,vliegtuigbewegingen,999,round trip flights,999,999,999
terreinwagens,999,verkeer en vervoer,999,bedrijfsvoertuigen,999,off-road vehicles,999,999,999
tertiair onderwijs,999,onderwijs,999,initieel onderwijs,999,tertiary education ,"particulier hoger beroepsonderwijs, Open Universiteit, hoger onderwijs",999,999
TEU,twenty foot equivalent unit,999,999,999,999,999,999,999,999
tevredenheid,geluksgevoel,999,999,999,999,999,999,999,999
textiel,textielindustrie,999,999,999,999,999,999,999,999
textielindustrie,999,industrie en energie,textiel,textielproducten en kleding,999,textile industry,999,999,999
textielproducten en kleding,999,industrie en energie,999,industrie,999,textile products and clothing,"wolindustrie, textielindustrie, lakenindustrie, kledingindustrie, katoenindustrie",999,999
tfr,999,bevolking,"vruchtbaarheidsniveau, totale vruchtbaarheidscijfer, Total Fertility Rate, totaal vruchtbaarheidscijfer, algemeen vruchtbaarheidscijfer",vruchtbaarheid,999,TFR,999,999,999
theater,theaters,999,999,999,999,999,999,999,999
theaters,999,recreatie en cultuur,theater,culturele voorzieningen,999,theatres,999,999,999
thee,999,diensten,999,koffie- en theewinkels,999,tea,999,999,999
theoretische leerweg,999,onderwijs,mavo,vmbo,999,theoretical programme,999,999,999
throughput,databewerking,999,999,999,999,999,999,999,999
thuisarbeid,thuiswerkers,999,999,999,999,999,999,999,999
thuisbevalling,plaats van bevallling,999,999,999,999,999,999,999,999
thuislozenopvang,daklozenopvang,999,999,999,999,999,999,999,999
thuiswerken,thuiswerkers,999,999,999,999,999,999,999,999
thuiswerkers,999,arbeid en sociale zekerheid,"thuiswerken, thuisarbeid",werknemers,999,people working from home ,999,999,999
thuiswonend kind,999,bevolking,thuiswonende jongeren,gezinnen,999,minor child living at home,999,999,999
thuiswonende jongeren,thuiswonend kind,999,999,999,999,999,999,999,999
thuiszorg,999,zorg en gezondheid,999,zorginstellingen,999,home care,gezinsverzorging,999,999
tienermoeders,999,bevolking,999,moeders,"tienervaders, alleenstaande moeders",teenage mothers,999,999,999
tieners,999,bevolking,"pubers, adolescenten",jongeren,999,teenagers,999,999,999
tienervaders,999,bevolking,999,vaders,tienermoeders,teenage fathers,999,999,999
tijdelijke banen,999,arbeid en sociale zekerheid,arbeidsovereenkomst voor bepaalde tijd,flexwerkers,999,temporary jobs,999,999,999
tijdelijke verblijfsvergunning,verblijfsvergunningen voor bepaalde tijd,999,999,999,999,999,999,999,999
tijdreeksanalyse,999,statistische methoden,tijdreeksen,statistische methoden,999,time series analysis,999,999,999
tijdreeksen,tijdreeksanalyse,999,999,999,999,999,999,999,999
tijdsbesteding,999,recreatie en cultuur,999,recreatie en cultuur,999,allocation of time,vrijetijdsbesteding,999,999
toegang tot internet,internettoegang,999,999,999,999,999,999,999,999
toegevoegde waarde,999,macro-economie,999,bbp,999,added value,999,999,999
